@attribute contition_t_good real
@attribute contition_t_livable real
@attribute contition_t_dilapidated real
@attribute contition_r_total real
@attribute residence_good real
@attribute residence_livable real
@attribute residence_dilapidated real
@attribute residence_cum_other real
@attribute residence_cum_good real


@data

2,?,56.4,4.3,?,37.6,?,4.3,?,?,2.6,?,37.7,?,1.0,?,?,?,?,7.7,?,51.0,1.2,?,?,1.9,?,?,?,?,?,?,?,1.3,0.1,49.5,1.0,0.0,0.7,?,37.3,27.2,?,3.0,2.8,9.5,?,13.5,19.7,?,?,4.2,23.6,?,?,20.7,?,?,?,0.1,?,?,42.8,?,1.0,?,4.1,?,0.6,0.0,1.4,61.8,25.0,?,?,?,?,0.3,0.2,0.0,90.7,?,?,?,8.7,18.0,0.3,0.2,?,?,3.2,?,49.7,20.8,29.5,6.2,?,63.0,?,?,?,0.0,?,?,?,?,?,?,94.8,92.6,2.2,?,4.5,0.1,?,?,41.9,?,4.0,10.0,?,?,?,35.6,29.3,?,?,4.6,?,?,?,?,?,?,?,39.3,56.4,4.3,?,37.6,?,?,4.3,1.7
0,?,?,0.4,?,?,28.8,?,?,0.9,?,0.0,?,0.2,?,0.0,0.0,?,43.1,?,5.7,36.8,?,2.1,?,?,0.2,1.0,3.1,?,?,?,77.1,0.0,0.0,11.1,0.1,1.3,?,36.9,31.6,12.5,3.9,?,?,?,?,?,?,13.2,?,?,85.0,8.1,6.9,?,?,?,?,0.3,0.1,?,?,0.1,?,?,?,?,0.5,0.1,2.0,?,?,13.1,?,2.6,?,0.4,4.0,?,56.3,?,?,9.6,?,?,0.0,0.0,?,43.7,?,?,?,16.3,71.3,?,?,?,?,?,0.0,?,?,7.9,0.1,0.0,0.0,?,?,?,11.2,?,2.4,1.0,0.1,?,21.8,?,0.3,?,?,?,?,1.4,?,?,?,?,?,33.7,50.1,23.1,27.0,6.8,100.0,70.4,29.2,?,?,?,?,?,1.3,0.9
?,?,33.1,0.6,97.8,?,?,0.5,?,?,?,0.0,47.7,0.1,0.1,0.0,0.0,?,?,?,4.6,?,1.6,2.1,39.4,1.1,?,0.9,?,8.1,2.4,13.1,?,0.1,?,?,?,?,?,35.2,?,?,?,1.3,?,11.1,?,11.6,?,13.6,?,9.9,?,?,?,22.3,?,8.8,0.9,0.2,0.1,46.0,48.5,?,?,0.0,0.0,?,?,0.1,1.6,?,?,?,86.3,?,?,?,?,?,?,5.7,21.1,8.1,?,?,?,0.0,?,?,?,36.9,?,?,?,6.6,25.5,68.0,77.6,0.6,0.1,0.0,?,?,0.1,?,0.0,0.1,96.7,87.3,?,?,?,?,?,?,?,39.3,?,?,1.4,40.2,7.0,1.9,14.3,?,?,36.2,?,?,?,18.5,29.1,6.7,100.0,?,?,0.6,?,?,?,0.5,?,?
?,?,?,1.1,?,?,?,1.0,?,?,?,?,38.8,?,?,?,?,?,?,?,0.5,51.2,?,2.3,6.1,?,?,0.5,?,?,?,22.8,?,0.1,?,?,0.1,0.8,?,?,43.2,?,5.3,2.3,?,?,?,?,?,?,?,3.6,?,38.5,23.2,?,?,4.2,?,0.0,0.1,52.4,?,?,0.0,0.0,?,?,0.3,?,?,73.4,19.4,7.2,?,?,0.3,?,0.1,?,80.2,18.4,?,?,0.6,?,0.1,?,?,19.8,?,?,?,13.4,?,?,52.7,?,?,?,?,0.0,?,69.1,?,0.3,?,?,?,?,?,?,?,0.1,0.2,?,?,?,5.2,?,?,?,?,?,?,?,7.3,8.5,33.1,?,38.4,1.7,?,6.2,?,?,?,?,?,?,?,?,5.5,?
?,48.5,?,?,?,?,?,1.7,1.9,?,1.0,?,?,0.1,?,?,0.0,?,30.6,?,?,?,?,?,?,?,?,0.1,3.4,?,2.3,?,?,0.1,?,?,?,?,2.4,?,?,23.0,8.2,2.8,?,4.0,6.9,11.1,?,18.9,?,8.0,78.9,?,?,11.6,74.5,?,1.7,?,?,?,27.4,1.1,13.6,?,?,3.5,?,?,?,38.6,?,22.9,44.6,?,0.9,?,0.7,5.8,65.3,?,?,?,4.9,37.3,?,0.5,0.2,?,?,?,?,11.2,73.4,?,?,86.8,?,?,0.0,?,1.9,9.1,0.0,?,0.0,0.1,?,?,11.9,5.9,5.1,0.8,0.1,?,24.9,?,?,?,?,28.6,?,50.4,?,?,0.8,28.3,?,?,68.0,?,?,?,100.0,?,?,1.7,98.1,47.7,?,1.7,1.9,0.8
1,50.2,48.2,1.6,97.7,?,?,1.5,?,1.2,?,?,?,?,0.3,0.0,?,0.4,35.8,?,0.1,?,?,?,?,0.3,0.2,0.4,5.2,2.6,?,?,51.2,?,?,?,0.1,0.0,?,?,45.1,?,?,?,1.7,?,?,?,?,18.6,?,?,?,20.4,8.8,?,74.1,10.8,1.5,0.2,?,8.5,34.7,1.1,12.3,25.0,?,?,6.1,?,1.4,42.4,?,21.3,?,?,?,?,0.7,?,69.0,?,14.0,?,?,34.0,?,?,0.2,?,1.7,?,23.1,?,?,1.9,?,81.9,80.6,0.5,0.0,?,?,?,?,0.0,0.0,?,94.4,?,?,5.4,4.6,0.7,?,?,?,32.8,?,4.6,?,32.4,?,46.8,?,3.9,1.8,26.4,8.6,?,62.5,1.3,?,3.6,?,50.2,48.2,1.6,97.7,49.0,47.1,1.5,?,?
?,60.9,?,0.8,?,57.2,?,0.8,?,?,?,?,28.6,0.3,?,?,?,0.6,?,2.6,0.3,?,0.6,?,16.1,?,?,?,16.3,7.4,10.6,?,?,?,?,53.1,?,0.1,?,?,?,22.0,?,1.6,1.3,11.3,?,?,?,?,?,?,21.2,?,14.7,24.3,?,?,?,0.0,0.0,?,?,0.5,4.2,?,?,?,?,?,?,?,23.9,?,92.4,?,0.1,0.1,0.6,1.0,?,4.6,?,?,11.2,?,0.4,?,?,?,2.7,6.1,?,?,?,5.3,?,51.7,?,?,?,?,1.2,?,0.2,?,0.0,0.7,97.3,93.2,4.1,?,?,0.4,?,?,14.1,?,2.6,?,2.6,?,12.7,24.7,?,12.0,?,?,26.5,?,28.8,?,?,10.9,100.0,?,38.3,?,?,57.2,?,0.8,5.2,3.7
?,?,?,1.0,?,55.3,43.1,?,0.5,0.3,0.2,0.0,88.0,0.0,?,?,0.0,0.2,10.8,0.5,?,92.5,0.3,0.4,0.6,?,1.1,?,2.3,?,0.4,?,55.0,0.1,?,7.0,0.1,0.0,?,?,?,27.0,?,3.0,1.2,?,6.4,8.9,13.1,14.7,37.7,?,92.5,3.9,3.7,12.4,66.0,?,?,?,0.1,21.6,38.6,?,?,0.1,0.7,18.7,?,2.5,?,16.1,?,43.1,?,14.1,0.4,?,?,?,?,1.8,5.8,?,?,?,?,?,9.5,?,3.3,11.1,?,14.0,76.1,2.2,27.3,?,?,0.2,?,0.0,0.1,?,0.0,0.0,0.0,?,?,95.4,?,?,?,0.7,?,?,12.7,21.3,0.2,3.5,0.5,25.3,?,?,5.3,?,0.3,?,5.6,?,?,0.1,?,?,?,?,?,1.0,99.5,?,43.1,1.0,0.5,?
?,?,?,?,?,54.0,?,?,?,0.8,0.4,?,76.8,0.1,?,0.0,0.1,?,?,?,?,83.0,0.4,?,?,?,1.3,0.8,4.6,4.3,0.6,?,?,?,?,?,?,0.0,0.3,?,44.5,?,?,?,1.4,4.8,7.3,10.2,15.2,15.5,?,?,?,13.2,5.4,14.0,67.4,?,?,?,0.1,?,?,?,7.3,0.1,?,16.0,8.4,?,3.8,25.6,37.4,37.0,?,?,0.3,?,?,?,?,?,?,13.6,?,38.6,?,0.0,7.5,?,?,?,?,?,66.2,3.9,29.1,67.0,?,?,0.0,?,0.4,15.9,0.0,?,?,0.2,97.2,?,?,2.6,?,?,0.2,66.7,11.7,?,?,?,0.8,?,2.3,4.9,7.0,3.5,1.1,48.7,11.3,?,?,0.7,76.0,0.9,100.0,54.8,44.1,1.1,?,54.0,43.8,1.1,?,?
?,?,47.2,?,96.3,?,?,?,3.7,?,1.0,?,34.0,0.2,?,?,0.1,?,?,?,?,46.4,0.8,?,?,?,2.3,?,?,?,?,35.0,?,?,?,40.7,0.4,0.0,0.2,?,?,?,7.9,3.1,?,8.3,?,?,23.3,18.8,21.4,?,38.9,49.1,12.0,20.0,?,?,?,0.1,?,?,33.1,2.2,?,?,?,?,3.0,?,?,62.0,24.6,?,?,?,0.0,?,0.2,0.4,91.9,10.4,?,?,?,?,?,?,?,8.1,2.0,?,?,?,?,?,36.0,53.7,39.4,0.3,0.0,?,?,?,?,0.0,?,0.2,?,?,?,?,2.6,0.8,?,83.2,7.8,?,?,?,?,65.7,7.3,?,13.6,?,4.1,13.4,?,31.8,?,?,31.1,?,100.0,51.4,47.2,?,?,48.6,?,?,?,?
?,58.3,40.2,?,?,?,39.6,1.5,?,?,?,0.0,17.0,1.3,?,?,?,?,77.9,?,0.1,?,1.2,?,?,0.7,1.1,?,3.2,5.8,?,12.4,65.9,0.2,?,21.3,?,?,3.7,47.4,25.3,?,5.2,?,?,?,7.3,?,?,13.4,38.9,13.3,?,?,5.8,?,70.8,11.5,?,0.6,0.2,18.2,63.1,0.8,4.1,?,?,?,?,1.4,?,?,?,?,78.3,8.0,?,?,?,?,?,?,21.3,?,?,13.2,1.1,0.2,?,?,2.5,?,28.8,?,?,?,?,?,?,?,0.1,0.0,0.4,16.1,0.3,0.0,0.0,?,?,84.4,?,3.5,2.1,1.4,?,?,28.2,?,?,7.4,?,?,?,?,19.5,12.5,?,27.7,?,?,18.0,?,?,?,100.0,?,?,1.5,?,?,?,?,1.6,1.1
?,?,37.0,?,?,?,?,1.3,2.2,1.4,0.8,?,13.8,?,0.5,0.0,0.1,0.9,?,4.0,0.3,?,?,?,?,1.3,?,0.5,?,?,?,11.0,?,?,0.3,?,?,0.0,?,43.3,?,?,5.6,1.9,?,?,?,10.8,?,?,?,11.7,74.4,?,?,17.3,70.4,?,1.7,0.5,0.1,?,?,0.8,?,0.0,?,?,?,?,?,?,34.6,?,82.5,?,0.1,?,2.9,?,?,?,31.9,?,3.9,?,?,0.1,?,?,2.2,?,?,?,?,?,43.9,46.9,68.9,?,0.1,?,?,?,0.4,0.0,?,0.3,?,85.9,10.9,2.9,?,1.2,0.3,66.1,25.9,48.1,2.5,8.0,3.3,?,10.6,7.0,?,?,4.3,23.2,?,64.3,?,?,?,?,100.0,?,?,?,?,?,36.2,1.3,2.2,?
2,74.8,?,0.7,?,?,22.8,0.7,4.4,?,1.6,?,1.4,0.4,?,?,?,2.1,84.3,?,1.1,31.5,0.9,?,?,3.7,?,?,4.2,35.9,?,?,43.6,0.3,?,?,0.6,?,0.6,?,?,21.5,7.1,2.3,2.7,12.0,?,?,18.0,?,24.6,5.6,29.5,?,3.7,26.8,68.6,?,0.5,?,0.0,43.3,55.2,0.5,0.3,?,?,?,?,0.0,0.1,85.6,12.2,?,?,?,0.0,?,?,?,?,13.9,73.8,?,?,4.6,?,0.0,0.0,1.5,?,0.2,88.4,?,?,22.9,?,?,17.8,?,?,0.0,?,?,?,0.0,?,0.5,?,?,7.1,?,?,?,?,81.2,?,80.1,?,10.8,3.6,?,?,?,?,15.9,?,5.5,44.3,?,1.0,?,0.6,2.3,?,?,?,0.7,95.6,?,22.8,0.7,4.4,?
?,?,?,12.5,?,42.4,44.4,?,?,?,?,0.0,?,0.1,?,0.0,0.0,2.1,?,?,0.4,91.7,?,?,3.4,0.0,0.6,0.4,0.5,0.5,0.1,5.3,91.3,?,?,3.2,0.0,0.0,9.3,47.8,?,?,2.5,1.0,0.7,0.8,3.9,7.7,?,?,55.4,6.5,?,?,0.4,?,?,?,2.1,0.3,?,?,?,0.2,?,?,?,23.4,15.5,?,?,9.9,?,41.0,?,?,?,?,4.7,?,23.5,3.1,3.2,3.2,?,?,1.5,0.0,?,?,?,73.2,?,?,?,?,6.8,?,?,1.1,0.1,0.0,?,3.0,0.0,0.0,0.1,0.2,97.0,81.9,?,2.8,?,1.8,?,?,19.9,6.7,?,5.4,0.9,?,?,?,?,?,0.5,62.6,1.5,?,56.7,1.3,55.4,0.5,100.0,42.8,44.7,?,99.3,42.4,44.4,12.5,?,?
?,?,44.8,12.3,?,42.5,44.5,?,0.8,0.4,?,0.0,55.2,?,0.9,?,0.0,?,40.9,0.3,0.4,?,?,0.4,?,?,?,0.4,?,?,?,5.2,?,0.2,?,4.5,?,?,?,47.1,?,?,2.5,1.0,?,1.2,?,?,?,13.9,?,6.6,?,2.6,?,8.8,?,?,2.1,0.3,?,10.9,31.5,?,?,0.0,?,22.6,14.9,?,?,?,49.6,?,24.5,9.6,?,?,4.5,55.5,25.5,?,?,?,?,?,?,?,9.3,74.5,3.5,?,?,8.0,?,1.7,7.7,90.6,?,1.2,?,?,?,?,0.0,0.1,0.2,?,?,81.9,?,2.7,1.0,1.7,?,?,?,?,0.6,?,1.0,18.7,?,1.2,?,3.8,?,60.8,1.9,?,54.8,1.2,?,?,?,?,44.8,12.3,99.2,42.5,44.5,?,?,?
2,45.1,49.7,5.1,97.4,?,?,5.1,2.6,?,1.5,?,2.8,?,?,?,0.2,?,90.1,?,0.2,?,?,?,?,?,?,?,?,5.7,?,2.0,?,?,?,?,?,?,?,26.1,37.6,32.1,?,?,?,?,?,12.3,14.1,11.9,33.4,?,72.8,?,?,?,74.7,5.9,?,0.0,0.0,47.5,?,?,0.0,?,?,?,?,0.0,2.0,29.9,63.1,7.0,?,?,0.0,2.6,0.0,0.2,80.6,?,?,?,?,?,0.0,0.0,0.0,?,?,9.9,?,?,36.3,12.3,?,54.1,70.6,3.5,0.0,?,1.7,?,0.2,?,?,0.2,?,?,?,?,?,0.2,0.2,72.1,?,?,?,?,3.9,?,5.7,2.4,?,?,?,?,?,?,?,0.2,?,1.8,?,45.1,49.7,5.1,97.4,?,48.3,?,2.6,1.1
?,43.1,49.7,7.2,99.4,?,49.7,?,?,?,0.1,0.0,?,?,2.4,?,?,1.3,34.2,?,?,?,?,?,13.1,?,3.2,1.7,?,?,0.4,?,76.5,?,?,?,0.2,0.2,?,32.5,?,?,2.6,?,0.5,18.9,?,?,13.3,?,22.6,6.9,85.1,4.2,?,40.3,53.4,?,?,?,0.0,?,?,0.2,0.5,?,?,3.4,?,0.5,?,?,?,?,40.4,13.6,16.4,2.2,?,?,?,5.9,8.2,21.9,?,22.1,0.4,0.0,?,?,?,?,12.6,?,?,?,23.1,?,87.8,0.5,0.2,0.1,?,10.0,?,0.0,?,0.9,96.8,90.7,?,?,1.0,1.2,?,37.8,26.3,18.8,?,4.2,2.1,24.5,?,?,16.1,3.9,0.9,45.3,?,?,?,5.8,54.1,?,?,?,49.7,?,99.4,?,?,?,?,0.5
?,43.9,?,?,?,?,?,6.6,1.4,1.0,?,0.1,?,?,?,0.1,0.1,0.9,37.8,?,9.8,?,?,?,?,?,2.5,?,?,4.5,3.5,?,61.6,0.2,0.0,26.1,0.1,0.2,2.1,32.8,46.3,?,2.6,0.8,?,?,13.9,?,13.2,11.9,?,5.4,69.9,?,?,39.8,?,7.3,?,?,?,?,69.3,?,?,?,0.0,?,?,?,3.8,?,?,?,?,?,11.4,1.5,?,16.4,70.1,10.8,?,17.4,1.4,?,?,?,4.1,29.9,5.7,?,24.5,?,49.4,10.7,36.2,?,?,?,0.2,0.1,?,32.3,0.0,?,?,?,97.5,91.9,5.6,?,?,?,0.6,51.1,20.6,36.6,?,?,?,35.4,5.0,2.5,15.1,?,1.9,?,?,?,?,4.2,44.9,13.0,100.0,?,49.4,?,98.6,?,?,?,?,1.0
?,45.6,?,5.6,96.9,?,?,5.4,3.1,?,?,0.2,?,?,0.0,?,0.0,?,?,?,?,57.8,2.1,4.0,?,15.2,0.9,0.2,0.0,?,?,?,?,0.2,?,?,?,?,?,?,38.2,?,2.4,?,?,?,14.8,?,?,13.1,18.8,?,35.5,62.7,?,?,50.3,10.5,0.7,?,?,21.3,77.9,?,?,0.0,0.0,?,0.0,?,0.9,?,26.0,?,?,4.2,0.0,?,0.0,0.0,82.2,22.1,29.1,?,?,20.0,?,?,?,?,14.1,?,?,32.2,16.6,21.8,?,?,15.9,1.2,?,?,?,82.8,0.0,?,0.0,?,99.0,94.6,?,?,?,?,?,81.2,?,76.8,?,10.8,?,59.9,13.6,?,?,7.8,4.0,8.5,7.0,?,?,?,24.2,39.2,100.0,?,?,?,?,?,?,?,?,1.9
0,44.1,?,3.2,?,?,51.1,3.2,3.0,?,1.6,0.0,?,?,?,0.2,0.0,?,?,0.7,?,61.6,?,?,?,0.6,?,?,1.0,6.3,3.9,37.9,?,0.2,?,?,?,?,?,40.0,?,?,?,1.6,1.5,?,?,?,16.8,?,30.7,?,59.4,24.4,16.3,18.1,?,10.1,1.2,?,0.1,13.6,43.3,0.3,?,28.3,1.6,0.7,8.7,?,?,42.4,31.9,25.6,43.3,?,14.2,?,?,?,?,2.8,?,8.2,3.2,15.5,1.8,?,1.0,?,?,?,18.9,16.2,64.9,2.5,20.5,77.0,84.4,?,0.0,0.0,0.2,14.1,?,0.0,?,?,96.6,92.6,4.0,3.2,?,?,?,41.5,?,30.0,?,4.2,?,?,?,43.6,?,6.0,?,21.9,10.2,22.3,?,?,?,?,?,44.1,52.7,3.2,?,42.7,51.1,?,?,?
1,48.2,?,?,96.0,?,47.0,3.3,?,2.5,1.5,?,?,?,?,?,0.0,0.7,?,?,0.5,54.4,2.6,?,14.6,0.5,?,?,?,?,?,?,?,?,0.1,?,0.2,0.1,3.0,36.2,?,15.9,4.6,1.6,1.5,?,?,12.9,?,17.0,28.0,?,48.9,35.0,16.2,?,?,9.0,?,?,0.1,11.8,?,?,?,?,1.3,0.7,?,?,?,?,28.9,21.3,54.5,?,11.2,?,?,?,?,2.8,25.5,?,4.1,13.9,?,?,0.9,43.6,4.5,?,31.4,14.0,54.6,3.2,?,64.8,?,?,0.0,0.0,?,?,0.0,?,?,?,?,92.6,?,?,1.8,0.9,?,?,25.1,?,1.9,?,?,?,?,40.5,19.6,6.5,3.2,?,?,22.4,52.0,?,43.7,14.8,?,48.2,48.5,3.3,96.0,?,47.0,?,?,2.5
?,?,32.3,3.7,?,57.6,31.1,3.6,7.7,?,1.1,0.1,?,2.7,0.0,0.0,?,0.5,?,2.7,?,?,?,?,3.8,?,?,?,?,8.9,?,18.8,?,?,?,60.8,?,?,?,?,?,?,?,?,1.6,?,10.9,16.0,?,17.3,17.8,?,8.7,75.4,?,?,?,4.6,0.5,0.0,?,?,90.5,?,0.0,0.0,?,1.0,0.0,?,?,77.8,?,?,97.3,2.1,?,0.5,0.0,?,?,2.8,64.5,?,?,?,0.3,1.0,?,11.4,?,?,?,?,15.1,5.8,?,18.0,?,0.5,0.0,?,1.2,82.1,?,0.0,0.0,0.4,98.6,92.6,6.0,0.9,0.8,?,0.4,81.8,12.4,77.7,?,?,?,72.1,14.2,28.9,?,8.2,7.2,6.6,12.9,22.7,9.8,0.6,9.2,54.6,100.0,64.0,32.3,3.7,?,57.6,?,?,7.7,?
0,39.9,54.1,?,97.3,?,52.6,5.9,2.7,?,1.6,?,?,?,0.1,0.1,?,0.2,?,0.2,?,78.3,?,?,8.5,0.4,?,?,?,3.6,1.5,57.6,30.5,?,?,11.1,?,?,3.0,22.9,38.1,23.8,?,?,1.8,?,?,12.1,?,19.4,32.4,?,69.0,?,?,12.9,?,?,?,?,0.0,?,15.3,2.8,?,?,?,0.5,?,0.8,?,49.9,29.5,?,49.0,47.5,?,?,0.1,2.8,49.5,?,?,?,?,?,0.0,1.6,0.2,?,3.5,47.1,?,16.0,?,?,?,?,87.4,?,?,0.0,?,11.0,0.0,0.2,?,?,?,82.3,11.6,5.9,4.8,1.1,0.2,27.8,?,?,0.4,3.3,1.9,31.4,2.2,?,?,?,0.9,26.0,8.1,20.4,?,?,?,2.8,?,?,54.1,?,?,?,?,5.9,2.7,1.1
1,42.2,?,?,97.1,41.0,?,5.3,2.9,1.2,1.6,?,?,0.2,?,?,0.1,0.2,?,0.6,1.3,?,0.8,2.5,8.7,0.8,?,0.5,?,6.9,?,?,?,0.1,?,?,?,?,3.3,22.5,?,23.3,?,?,?,5.7,7.9,?,19.0,19.3,30.0,5.2,?,24.4,?,?,?,9.0,?,?,0.0,?,?,2.2,?,48.7,?,?,?,0.6,?,55.7,27.2,17.2,?,?,?,?,?,?,58.9,?,?,8.7,?,23.3,?,1.2,0.1,41.1,?,?,?,15.7,?,?,?,82.2,76.1,0.7,?,?,?,22.3,?,?,0.0,?,?,?,10.3,?,?,0.9,0.3,?,?,41.5,1.1,3.9,?,39.1,?,?,13.2,4.1,2.1,21.9,?,21.9,?,?,?,?,100.0,42.2,52.4,5.4,97.1,41.0,?,?,?,1.2
?,49.7,46.7,3.6,96.5,?,?,?,?,1.8,1.7,0.0,?,0.1,0.3,0.1,0.1,0.3,62.3,?,0.2,48.8,?,?,?,2.1,?,1.0,?,?,9.8,?,11.3,0.0,?,42.7,?,0.0,4.3,?,43.6,22.0,5.3,?,?,?,9.8,15.9,22.1,?,22.3,?,?,?,?,?,?,6.7,?,?,0.0,6.4,53.7,0.2,0.3,?,?,0.0,?,?,0.8,?,19.9,6.0,?,10.2,0.0,?,0.0,1.5,?,2.6,?,?,?,?,0.0,0.0,0.0,?,?,?,?,?,?,4.4,34.1,61.5,?,?,?,0.0,0.6,?,0.0,0.1,0.0,?,94.4,88.2,6.2,5.0,4.6,?,?,66.7,?,73.6,3.3,?,4.5,?,8.9,63.6,22.8,?,?,8.5,28.3,?,34.7,2.7,32.1,?,100.0,?,?,3.6,?,47.9,?,3.6,3.5,1.8
?,41.2,?,?,?,?,?,6.0,2.4,?,1.3,?,?,1.0,0.0,0.0,0.0,0.8,43.3,0.1,0.1,?,3.9,0.1,9.2,0.1,?,3.1,0.3,6.5,3.4,?,?,?,0.3,?,0.0,0.0,1.4,26.3,?,21.1,?,?,?,8.8,10.8,?,?,16.1,30.9,?,?,?,?,?,?,6.9,0.9,?,0.0,?,57.6,0.1,0.1,?,?,3.7,5.9,?,?,30.3,?,25.3,45.1,20.4,?,1.3,?,5.8,27.7,?,?,?,6.6,?,?,0.0,?,?,1.9,70.5,15.3,8.3,76.3,0.9,12.1,?,87.9,0.9,0.0,?,?,10.3,?,0.0,?,?,?,?,14.6,?,1.2,0.9,0.5,?,?,26.4,0.7,?,?,?,3.8,1.3,8.5,?,0.6,?,9.9,31.4,55.2,1.9,53.3,?,100.0,?,52.8,?,97.6,?,?,6.0,2.4,1.1
?,?,53.3,?,97.6,?,?,5.8,?,?,1.4,0.0,53.2,?,?,?,?,?,44.7,?,0.1,?,?,?,?,1.1,?,?,0.3,?,?,?,?,?,0.4,14.4,0.0,0.0,?,?,41.7,21.4,6.4,1.9,1.0,9.3,10.9,13.2,?,16.1,?,?,?,8.9,12.3,?,71.6,6.7,0.8,0.0,?,?,?,?,?,0.0,?,?,?,0.9,?,31.3,?,24.6,46.6,?,24.3,?,?,?,28.7,3.2,?,?,?,?,0.8,0.0,?,71.3,1.8,?,?,8.8,?,2.4,11.8,?,?,?,0.0,?,?,?,0.1,?,?,0.5,97.3,?,?,2.2,?,?,?,?,11.5,?,0.6,?,1.3,24.6,3.8,?,?,?,?,49.9,10.8,?,?,?,?,?,?,40.9,53.3,5.8,?,39.9,51.9,?,2.4,?
2,31.7,?,0.0,95.8,?,65.0,0.0,?,?,3.3,0.0,?,?,0.0,0.8,?,0.0,91.7,0.0,0.0,?,?,?,?,34.2,?,4.2,0.8,?,?,?,20.0,0.0,?,57.5,?,0.0,?,25.0,?,?,2.5,?,0.8,?,?,10.8,?,?,15.8,0.0,11.7,80.8,?,?,60.8,0.8,0.0,0.0,0.0,61.7,?,0.0,?,?,0.0,?,?,?,?,64.2,?,?,99.2,0.8,?,?,?,?,64.2,?,?,0.8,0.0,6.7,0.0,0.0,?,?,0.0,?,?,?,?,?,0.0,49.2,49.2,1.7,?,0.0,?,48.3,0.0,0.0,0.0,0.8,94.2,?,?,?,?,0.0,?,66.7,3.3,68.3,?,10.0,0.8,69.2,?,?,?,?,?,?,?,50.0,7.5,?,6.7,?,100.0,31.7,?,?,95.8,?,65.0,?,4.2,0.8
?,34.6,64.0,?,99.1,34.1,?,?,0.9,?,?,?,?,0.1,0.1,0.1,?,0.4,23.6,?,?,86.0,?,?,9.3,0.3,?,?,?,?,?,87.7,?,?,0.2,5.6,?,?,4.1,?,35.0,22.1,?,2.9,1.8,?,?,7.1,11.3,?,51.3,9.7,?,4.6,2.9,?,?,?,?,0.1,?,?,?,3.1,?,?,0.1,?,?,?,2.8,?,46.8,?,25.9,66.6,0.4,0.5,?,?,62.7,?,?,?,?,32.0,0.3,?,2.4,?,?,27.1,25.4,?,35.6,?,27.6,70.0,?,1.2,0.0,?,0.0,0.3,0.0,?,?,0.3,?,92.7,3.2,?,3.3,0.6,?,10.0,?,?,?,?,0.4,?,?,4.7,2.6,1.4,?,?,?,21.3,?,1.6,72.6,1.0,100.0,34.6,?,1.4,99.1,34.1,?,?,0.9,?
1,?,?,2.0,?,35.6,?,2.0,1.0,0.5,0.5,0.0,?,?,?,0.1,?,0.9,?,1.3,0.8,?,0.8,0.6,?,0.6,0.4,?,2.8,?,0.1,83.9,?,?,0.4,9.3,0.1,0.1,3.6,23.9,33.9,22.5,10.1,3.6,?,2.6,4.7,?,11.6,?,49.4,?,?,8.8,3.0,10.9,?,?,0.9,?,?,2.5,?,?,21.0,0.1,0.1,?,?,5.0,?,19.4,45.3,?,?,58.6,?,?,1.6,?,?,?,9.7,?,?,29.9,0.3,0.2,?,33.1,?,23.7,?,?,?,?,31.0,66.5,95.5,1.2,0.0,?,0.2,?,?,?,?,?,95.7,92.8,2.9,4.0,3.5,?,0.3,15.9,?,?,0.4,6.4,0.6,?,?,5.2,?,2.4,0.6,56.3,6.1,?,69.4,1.5,?,?,?,?,?,2.0,99.0,35.6,61.5,?,?,?
2,?,48.7,?,?,45.0,?,5.5,1.7,?,0.8,?,?,?,0.2,?,0.3,4.4,?,?,0.1,?,?,2.1,4.7,?,2.5,?,?,?,?,?,5.6,?,1.6,32.8,0.3,?,?,?,27.1,?,?,7.9,?,?,6.8,10.1,13.5,15.8,?,?,?,35.7,3.4,?,74.7,7.1,1.1,0.1,?,1.3,?,?,?,?,?,4.2,14.0,?,?,?,?,?,92.5,6.7,?,?,?,0.5,?,0.7,46.7,12.1,17.7,16.9,0.1,?,0.0,5.8,3.6,?,62.7,27.8,?,3.5,53.1,?,?,0.9,?,0.0,?,17.2,?,0.1,?,?,?,?,?,?,?,?,?,?,?,50.3,1.9,8.6,?,75.1,2.8,?,11.8,9.3,?,14.8,?,?,38.4,0.7,37.7,0.7,?,45.8,48.7,?,98.3,?,47.8,5.5,1.7,0.8
?,65.4,34.1,?,?,64.8,33.7,0.5,1.0,?,0.4,?,13.5,0.1,0.2,?,?,1.2,82.8,?,?,61.1,?,?,?,?,0.1,?,5.0,?,0.0,20.4,?,?,0.6,11.3,0.1,0.0,?,?,35.7,?,?,?,0.7,5.4,9.3,?,?,19.4,35.2,?,?,11.1,5.0,17.9,?,?,?,?,?,?,?,?,10.4,?,?,?,1.9,15.5,2.2,21.5,?,?,93.4,5.8,?,?,0.2,?,96.3,?,42.1,9.1,?,?,0.8,0.1,?,3.7,2.3,?,?,35.0,?,5.2,?,26.3,91.8,0.6,0.0,?,?,7.3,0.1,0.0,?,?,?,?,2.5,3.5,2.1,1.4,?,22.8,?,?,0.5,?,?,?,?,4.5,11.6,?,0.9,?,9.1,?,?,0.8,12.7,?,?,?,34.1,?,?,64.8,?,?,1.0,0.6
